nome,email,cucina,zona,telefono,sito,link_demo,piatti
"Manly 16ft Skiff Sailing Club","events@manlyskiff.com.au","fish, regional, seafood","Manly","+61 2 9977 3322","https://www.manlyskiff.com.au","https://gustobolsa-chat.pages.dev/?restaurant=manly-16ft-skiff-sailing-club&table=1","46"
"Manly Pavilion","events@theboathousegroup.com.au","","Manly","","https://www.manly-pavilion.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=manly-pavilion&table=1","24"
"Manon Brasserie","bookings@manonbrasserie.com.au","Brasserie","Centro citta' (CBD)","(02) 9051 2008","https://www.manonbrasserie.com.au","https://gustobolsa-chat.pages.dev/?restaurant=manon-brasserie&table=1","79"
"Manoosh","pizza@manoosh.com.au","Pizzeria","Newtown","(02) 9550 6606","https://www.ooshman.au","https://gustobolsa-chat.pages.dev/?restaurant=manoosh&table=1","86"
"Mappen","info@mappen.com.au","japanese, noodle","Centro citta' (CBD)","+61 2 9283 5525","https://mappen.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=mappen&table=1","47"
"Margaret","info@margaretdoublebay.com","","Double Bay e Darling Point","+61 2 9068 8888","https://www.margaretdoublebay.com","https://gustobolsa-chat.pages.dev/?restaurant=margaret&table=1","26"
"Margot Osteria","info@margotosteria.com","Italian Restaurant","Centro citta' (CBD)","(02) 8349 4854","https://margotosteria.com.au","https://gustobolsa-chat.pages.dev/?restaurant=margot-osteria&table=1","30"
"Mark and Vinny's","info@markandvinnys.com","Italian Restaurant","Surry Hills e Darlinghurst","(02) 9007 7789","http://www.markandvinnys.com","https://gustobolsa-chat.pages.dev/?restaurant=mark-and-vinny-s&table=1","63"
"Market Lane Cafe","marketlanecafemanly@gmail.com","Café","Manly","0432 266 744","http://marketlanemanly.com","https://gustobolsa-chat.pages.dev/?restaurant=market-lane-cafe&table=1","66"
"Market St Garden Bar","info@shelbournehotel.com.au","","Centro citta' (CBD)","","https://www.shelbournehotel.com.au/bar-lounge-garden-photos","https://gustobolsa-chat.pages.dev/?restaurant=market-st-garden-bar&table=1","37"
"Marko's Restaurant","arthawut.l@australian.co.th","","Surry Hills e Darlinghurst","","https://markorestaurant.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=marko-s-restaurant&table=1","42"
"Martinez Sydney","salut@martinez.sydney","Restaurant","Circular Quay e The Rocks","(02) 9072 9300","https://www.martinez.sydney","https://gustobolsa-chat.pages.dev/?restaurant=martinez-sydney&table=1","20"
"Masala Theory","info@masalatheory.com","Indian Restaurant","Bondi Beach","(02) 8971 7719","https://www.masalatheory.com","https://gustobolsa-chat.pages.dev/?restaurant=masala-theory&table=1","60"
"Matcha Ya","matchayasydney@gmail.com","japanese, matcha","Haymarket e Chinatown","","https://matchaya.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=matcha-ya&table=1","24"
"Maydanoz","booking@maydanoz.com.au","Turkish Restaurant","Centro citta' (CBD)","(02) 9262 1760","https://www.maydanoz.com.au","https://gustobolsa-chat.pages.dev/?restaurant=maydanoz&table=1","126"
"Mecca Bah","dine@meccabah.sydney","Middle Eastern Restaurant","Centro citta' (CBD)","(02) 9290 3814","https://meccabah.sydney","https://gustobolsa-chat.pages.dev/?restaurant=mecca-bah&table=1","11"
"Medusa Greek Taverna","info@medusagreektaverna.com.au","Greek Restaurant","Centro citta' (CBD)","(02) 9267 0799","http://www.medusagreektaverna.com.au","https://gustobolsa-chat.pages.dev/?restaurant=medusa-greek-taverna&table=1","43"
"Mee So","info@meeso.com.au","Asian Restaurant","Surry Hills e Darlinghurst","(02) 7255 2100","https://meeso.com.au","https://gustobolsa-chat.pages.dev/?restaurant=mee-so&table=1","150"
"Meet Mica","info@meetmica.com.au","Café","Surry Hills e Darlinghurst","(02) 8018 7370","http://www.meetmica.com.au","https://gustobolsa-chat.pages.dev/?restaurant=meet-mica&table=1","32"
"Menya-City","city@menya.com.au","","Centro citta' (CBD)","+61 2 9267 4649","http://www.menya.com.au","https://gustobolsa-chat.pages.dev/?restaurant=menya-city&table=1","82"
"Menzies Bar","reservations@shellhouse.com.au","Bar","Centro citta' (CBD)","(02) 9158 4000","https://shellhouse.com.au/menzies-bar/","https://gustobolsa-chat.pages.dev/?restaurant=menzies-bar&table=1","10"
"Mestizo Bar and Latin Cuisine","manager@mestizo.com.au","Restaurant","Glebe","(02) 9660 2299","http://mestizo.com.au","https://gustobolsa-chat.pages.dev/?restaurant=mestizo-bar-and-latin-cuisine&table=1","82"
"Michael's","juleslevin@yahoo.com","breakfast, sandwich","Double Bay e Darling Point","+61 2 8964 9655","https://www.michaelsdb.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=michael-s&table=1","74"
"Milk Flower","info@milkflowerdrinks.com.au","Bubble Tea Shop","Haymarket e Chinatown","0425 553 636","https://milkflowerdrinks.com.au","https://gustobolsa-chat.pages.dev/?restaurant=milk-flower&table=1","27"
"Milky Lane","headoffice@milkylane.co","Dessert Shop","Bondi Beach","(02) 9130 1336","https://milkylane.co/restaurants/bondi/","https://gustobolsa-chat.pages.dev/?restaurant=milky-lane&table=1","42"
"Miss Lilly’s Kitchen","orders@misslillys.com.au","Bakery","Newtown","(02) 9516 2411","https://misslillys.com.au","https://gustobolsa-chat.pages.dev/?restaurant=miss-lilly-s-kitchen&table=1","49"
"Missony","inquiry@missony.com.au","Middle Eastern Restaurant","Newtown","(02) 9550 1430","https://www.missony.com.au","https://gustobolsa-chat.pages.dev/?restaurant=missony&table=1","14"
"Moo Gourmet Burgers","manly@moogb.com.au\","Burger Joint","Manly","(02) 9976 0948","http://www.moogourmetburgers.com.au","https://gustobolsa-chat.pages.dev/?restaurant=moo-gourmet-burgers&table=1","70"
"Mordeo","info@mordeo.com.au","Modern European Restaurant","Centro citta' (CBD)","(02) 9232 1306","http://www.mordeo.com.au","https://gustobolsa-chat.pages.dev/?restaurant=mordeo&table=1","31"
"Morena Restaurant","info@morenasydney.com.au","South American Restaurant","Centro citta' (CBD)","(02) 6305 6820","https://www.morenarestaurant.com.au","https://gustobolsa-chat.pages.dev/?restaurant=morena-restaurant&table=1","14"
"Mother Chu's Vegetarian Kitchen","motherchusvegetarian@gmail.com","Vegan and Vegetarian Restaurant","Centro citta' (CBD)","(02) 9283 2828","http://www.motherchusvegetarian.com.au","https://gustobolsa-chat.pages.dev/?restaurant=mother-chu-s-vegetarian-kitchen&table=1","69"
"Mozart Coffee Lounge","dine@mozartqvb.com.au","Cafe, Coffee, and Tea House","Centro citta' (CBD)","(02) 9267 5746","http://www.mozartqvb.com.au","https://gustobolsa-chat.pages.dev/?restaurant=mozart-coffee-lounge&table=1","97"
"Mrs Jones","functions@orienthotel.au","Cocktail Bar","Circular Quay e The Rocks","(02) 9251 1255","http://www.mrsjonesbar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=mrs-jones&table=1","36"
"MuMian Dining","hello@mumian.au","Chinese Restaurant","Centro citta' (CBD)","0405 660 999","http://www.mumian.au","https://gustobolsa-chat.pages.dev/?restaurant=mumian-dining&table=1","62"
"Munich Brauhaus","reservations@hunter-street.com.au","German Restaurant","Circular Quay e The Rocks","(02) 9259 5670","https://www.munichbrauhaus.com.au","https://gustobolsa-chat.pages.dev/?restaurant=munich-brauhaus&table=1","46"
"Muum Maam","barangarooinfo@muummaam.com.au","thai","Centro citta' (CBD)","+61 2 8252 0121","https://muummaam.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=muum-maam&table=1","35"
"MV Bistro & Wine Bar","service@mva.wine","Wine Bar","Surry Hills e Darlinghurst","(02) 9357 3366","https://www.mv.wine","https://gustobolsa-chat.pages.dev/?restaurant=mv-bistro-wine-bar&table=1","27"
"Nakano Darling","info@nakanodarling.com.au","japanese","Haymarket e Chinatown","+61 2 8957 4301","https://nakanodarling.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=nakano-darling&table=1","172"
"nel. restaurant","info@nelrestaurant.com.au","Australian Restaurant","Surry Hills e Darlinghurst","(02) 9212 2206","http://nelrestaurant.com.au","https://gustobolsa-chat.pages.dev/?restaurant=nel-restaurant&table=1","9"
"Neptune Palace Restaurant","info@neptunepalace.com.au","Chinese Restaurant","Circular Quay e The Rocks","(02) 9241 3338","http://www.neptunepalace.com.au","https://gustobolsa-chat.pages.dev/?restaurant=neptune-palace-restaurant&table=1","120"
"Neptune's Grotto","reservations@neptunesgrotto.com","Italian Restaurant","Circular Quay e The Rocks","(02) 9167 6667","https://neptunesgrotto.com","https://gustobolsa-chat.pages.dev/?restaurant=neptune-s-grotto&table=1","11"
"New Shanghai","reservations@newshanghai.com.au","Chinese Restaurant","Centro citta' (CBD)","(02) 8386 8368","https://www.newshanghai.com.au/westfield-sydney","https://gustobolsa-chat.pages.dev/?restaurant=new-shanghai&table=1","115"
"Next Door CBD Restaurant & Bar","contact@nextdoorcbd.com.au","","Centro citta' (CBD)","+61 400 707 067","https://www.nextdoorcbd.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=next-door-cbd-restaurant-bar&table=1","34"
"Nick's Seafood Restaurant","restaurant@nicksseafoodrestaurant.com.au","Seafood Restaurant","Centro citta' (CBD)","1300 989 989","https://www.nicksgroup.com.au/venue/nicks-seafood-restaurant/","https://gustobolsa-chat.pages.dev/?restaurant=nick-s-seafood-restaurant&table=1","122"
"Nomad","eat@nomad.sydney","Australian Restaurant","Surry Hills e Darlinghurst","(02) 9280 3395","https://nomad.sydney","https://gustobolsa-chat.pages.dev/?restaurant=nomad&table=1","21"
"Nomidokoro Indigo","info@nomidokoroindigo.com.au","japanese","Surry Hills e Darlinghurst","","https://nomidokoroindigo.com.au","https://gustobolsa-chat.pages.dev/?restaurant=nomidokoro-indigo&table=1","61"
"Norma's Deli","catering@normasdeli.com","Deli","Manly","","http://normasdeli.com","https://gustobolsa-chat.pages.dev/?restaurant=norma-s-deli&table=1","40"
"North Indian Cuisine","131nic@gmail.com","North Indian Restaurant","Surry Hills e Darlinghurst","(02) 9360 7229","http://northindiancuisine.com.au","https://gustobolsa-chat.pages.dev/?restaurant=north-indian-cuisine&table=1","61"
"Nour","info@noursydney.com","arab, lebanese","Surry Hills e Darlinghurst","+61 2 9331 3413","https://noursydney.com/","https://gustobolsa-chat.pages.dev/?restaurant=nour&table=1","23"
"Nth Degree Cafe","nthdegreecafe@gmail.com","Restaurant","Centro citta' (CBD)","(02) 9267 1230","https://nthdegreecafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=nth-degree-cafe&table=1","58"
"Ogalo","info@ogalo.com.au","Burger Joint","Surry Hills e Darlinghurst","(02) 9356 8488","http://www.ogalo.com.au","https://gustobolsa-chat.pages.dev/?restaurant=ogalo&table=1","175"
"Old Mates Place","seeyou@oldmates.sydney","","Centro citta' (CBD)","","https://oldmates.sydney/","https://gustobolsa-chat.pages.dev/?restaurant=old-mates-place&table=1","15"
"Orient Hotel","contact@orienthotel.au","","Circular Quay e The Rocks","","https://www.orienthotel.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=orient-hotel&table=1","26"
"Osteria Luna","ciao@osterialuna.sydney","Italian Restaurant","Centro citta' (CBD)","","https://osterialuna.sydney","https://gustobolsa-chat.pages.dev/?restaurant=osteria-luna&table=1","27"
"Otto Ristorante","reservations@ottoristorante.com.au","italian, seafood","Potts Point e Kings Cross","","https://ottoristorante.com.au/sydney/","https://gustobolsa-chat.pages.dev/?restaurant=otto-ristorante&table=1","67"
"Ottoman Cuisine","info@ottomancuisine.com.au","Restaurant","Circular Quay e The Rocks","(02) 9252 0054","http://www.ottomancuisine.com.au","https://gustobolsa-chat.pages.dev/?restaurant=ottoman-cuisine&table=1","21"
"Ouzo Bar & Dining","hello@ouzobardining.com.au","Restaurant","Surry Hills e Darlinghurst","0417 957 836","https://www.ouzobardining.com.au","https://gustobolsa-chat.pages.dev/?restaurant=ouzo-bar-dining&table=1","23"
"P J O'Brien's Irish Pub","melbourne@pjobriens.com.au","Irish Pub","Centro citta' (CBD)","(02) 9290 1811","http://www.pjobriens.com.au","https://gustobolsa-chat.pages.dev/?restaurant=p-j-o-brien-s-irish-pub&table=1","123"
"P'Nut Asian Kitchen","info@pnut.com.au","Asian Restaurant","Circular Quay e The Rocks","(02) 9247 8554","https://www.pnut.com.au/restaurant-locations/sydney/the-rocks","https://gustobolsa-chat.pages.dev/?restaurant=p-nut-asian-kitchen&table=1","35"
"Pappy's Bar","info@pappysbar.com","","Centro citta' (CBD)","","https://pappysbar.com/","https://gustobolsa-chat.pages.dev/?restaurant=pappy-s-bar&table=1","25"
"Paragon Hotel","functions@paragonhotel.au","Pub","Circular Quay e The Rocks","(02) 9241 3522","http://www.hotelparagon.com.au","https://gustobolsa-chat.pages.dev/?restaurant=paragon-hotel&table=1","20"
"Paramount Coffee Project","hello@paramountcoffeeproject.com.au","","Surry Hills e Darlinghurst","","https://www.paramountcoffeeproject.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=paramount-coffee-project&table=1","65"
"Paski Vineria Popolare","ciao@paski.com.au","Wine Bar","Surry Hills e Darlinghurst","0430 600 239","http://www.paski.com.au","https://gustobolsa-chat.pages.dev/?restaurant=paski-vineria-popolare&table=1","20"
"Pasta Emilia","orders@emilia.com.au","Italian Restaurant","Surry Hills e Darlinghurst","(02) 9212 1069","https://emilia.com.au/home","https://gustobolsa-chat.pages.dev/?restaurant=pasta-emilia&table=1","22"
"Pearl Dining","enquiries@pearldining.com.au","Chinese Restaurant","Circular Quay e The Rocks","(02) 7227 6293","https://www.pearldining.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pearl-dining&table=1","40"
"Peats Bite","reservations@peatsbite.com.au","Restaurant","Newtown","(02) 9985 9040","http://www.peatsbite.com.au","https://gustobolsa-chat.pages.dev/?restaurant=peats-bite&table=1","14"
"Pelicano","bookings@pelicano.com.au","Cocktail Bar","Double Bay e Darling Point","(02) 8021 4050","http://pelicano.com.au/restaurant/","https://gustobolsa-chat.pages.dev/?restaurant=pelicano&table=1","9"
"Pendolino","info@pendolino.com.au","italian","Centro citta' (CBD)","","https://www.pendolino.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=pendolino&table=1","32"
"Penny’s","info@pennyshotel.com.au","","Surry Hills e Darlinghurst","","https://pennyshotel.com.au","https://gustobolsa-chat.pages.dev/?restaurant=penny-s&table=1","41"
"Pieno","pienocafe@gmail.com","","Surry Hills e Darlinghurst","","https://www.pieno.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pieno&table=1","34"
"Pinky Ji","helloji@pinkyji.com.au","Indian Restaurant","Centro citta' (CBD)","(02) 9188 8848","https://www.pinkyji.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pinky-ji&table=1","120"
"Pizza Da Noi","pizzadanoi.glebe@gmail.com.au","Pizzeria","Glebe","(02) 9552 3995","http://www.pizzadanoi.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pizza-da-noi&table=1","123"
"Pizze Baby","pizzebaby@gmail.com","Pizzeria","Glebe","(02) 9566 4306","http://pizzebaby.com","https://gustobolsa-chat.pages.dev/?restaurant=pizze-baby&table=1","47"
"Planar","info@planarrestaurant.com.au","Australian Restaurant","Centro citta' (CBD)","(02) 9212 6789","https://www.planarrestaurant.com.au","https://gustobolsa-chat.pages.dev/?restaurant=planar&table=1","43"
"Pocket Bondi","bookings@pocketbondi.com","","Bondi Beach","","https://pocketbondi.com/","https://gustobolsa-chat.pages.dev/?restaurant=pocket-bondi&table=1","19"
"Pokéd","contact@poked.com.au","Poke Restaurant","Centro citta' (CBD)","(02) 9247 2821","http://www.poked.com.au","https://gustobolsa-chat.pages.dev/?restaurant=poked&table=1","25"
"Poly","info@polysurryhills.com.au","Wine Bar","Surry Hills e Darlinghurst","(02) 8860 0808","http://polysurryhills.com.au","https://gustobolsa-chat.pages.dev/?restaurant=poly&table=1","25"
"Pompei's","jeorpompeis@bigpond.com.au","Pizzeria","Bondi Beach","(02) 9365 1233","http://pompeis.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pompei-s&table=1","51"
"Pony dining","reservations.therocks@ponydining.com.au","","Circular Quay e The Rocks","","https://www.ponydining.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=pony-dining&table=1","38"
"Pony Lounge & Dining","reservations.therocks@ponydining.com.au","Australian Restaurant","Circular Quay e The Rocks","(02) 9252 7797","http://www.ponydiningtherocks.com","https://gustobolsa-chat.pages.dev/?restaurant=pony-lounge-dining&table=1","38"
"Porcellino","info@porcellino.com.au","","Centro citta' (CBD)","+61 2 8320 6163","https://www.porcellino.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=porcellino&table=1","48"
"Porkfat","hello@porkfat.com.au","Thai Restaurant","Haymarket e Chinatown","0478 565 691","https://www.porkfat.com.au","https://gustobolsa-chat.pages.dev/?restaurant=porkfat&table=1","14"
"Primi Italian","info@primiitalian.com.au","italian","Centro citta' (CBD)","","https://primiitalian.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=primi-italian&table=1","22"
"Pumphouse Sydney","events-sydney@rockfordhotels.com.au","Bar","Haymarket e Chinatown","(02) 8217 4100","https://pumphouse-sydney.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pumphouse-sydney&table=1","38"
"Pyrmont Point Hotel","info@pyrmontpoint.com.au","Pub","Pyrmont","(02) 9660 1908","http://www.pyrmontpoint.com.au","https://gustobolsa-chat.pages.dev/?restaurant=pyrmont-point-hotel&table=1","21"
"Quartier Sydney","h8764@accor.com","Breakfast Spot","Circular Quay e The Rocks","(02) 9240 6000","https://www.thesebelquaywestsydney.com.au/dining.html","https://gustobolsa-chat.pages.dev/?restaurant=quartier-sydney&table=1","12"
"Quick Brown Fox Eatery","info@quickbrownfoxeatery.com.au","Café","Pyrmont","0435 836 960","http://www.quickbrownfoxeatery.com.au","https://gustobolsa-chat.pages.dev/?restaurant=quick-brown-fox-eatery&table=1","82"
"Raes on Wategos","info@raes.com.au","Restaurant","Centro citta' (CBD)","(02) 6685 5366","https://raes.com.au","https://gustobolsa-chat.pages.dev/?restaurant=raes-on-wategos&table=1","23"
"Ragazzi","tilly@lovetillydevine.com","Italian Restaurant","Centro citta' (CBD)","(02) 8964 3062","http://www.ragazziwineandpasta.com","https://gustobolsa-chat.pages.dev/?restaurant=ragazzi&table=1","10"
"Ragu Pasta & Wine Bar","info@ragu.com.au","Italian Restaurant","Centro citta' (CBD)","0415 574 343","http://www.ragu.com.au","https://gustobolsa-chat.pages.dev/?restaurant=ragu-pasta-wine-bar&table=1","41"
"Red Hot Cafe","redlemonthai@gmail.com","Burger Joint","Haymarket e Chinatown","6192127306","https://www.redlemonthai.com.au","https://gustobolsa-chat.pages.dev/?restaurant=red-hot-cafe&table=1","49"
"Redleaf Cafe","info@mysite.com","","Double Bay e Darling Point","+61 434 258 232","https://www.theredleafcafe.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=redleaf-cafe&table=1","42"
"Regiment","regiment2022@hotmail.com","Café","Centro citta' (CBD)","(02) 9299 4001","http://regimentcbd.com.au","https://gustobolsa-chat.pages.dev/?restaurant=regiment&table=1","13"
"Relish Food Co","info@relishfoodco.com.au","Café","Surry Hills e Darlinghurst","(02) 9281 4362","http://www.relishfoodco.com.au","https://gustobolsa-chat.pages.dev/?restaurant=relish-food-co&table=1","38"
"Restaurant Moon","hi@restaurantmoon.com.au","Thai Restaurant","Surry Hills e Darlinghurst","0455 731 346","http://www.restaurantmoon.com.au","https://gustobolsa-chat.pages.dev/?restaurant=restaurant-moon&table=1","21"
"Rising Sun Workshop","info@risingsunworkshop.com","ramen","Newtown","","https://www.risingsunworkshop.com/","https://gustobolsa-chat.pages.dev/?restaurant=rising-sun-workshop&table=1","34"
"RK San Japanese Restaurant","info@rksan.com.au","Japanese Restaurant","Surry Hills e Darlinghurst","(02) 8960 3131","https://rksan.com.au","https://gustobolsa-chat.pages.dev/?restaurant=rk-san-japanese-restaurant&table=1","81"
"Rockpool Bar & Grill Sydney","reservations@hunter-street.com.au","Steakhouse","Centro citta' (CBD)","(02) 8099 7077","https://rockpoolbarandgrill.com.au","https://gustobolsa-chat.pages.dev/?restaurant=rockpool-bar-grill-sydney&table=1","17"
"Rollers Bakehouse","highroller@rollersbakehouse.com","Bakery","Manly","0439 489 433","https://www.rollersbakehouse.com","https://gustobolsa-chat.pages.dev/?restaurant=rollers-bakehouse&table=1","16"
"Rosie Campbell's","hello@rosiecampbells.com","Caribbean Restaurant","Surry Hills e Darlinghurst","(02) 7209 5469","https://www.rosiecampbells.com","https://gustobolsa-chat.pages.dev/?restaurant=rosie-campbell-s&table=1","8"
"Roy's Cafe","askup@wakeup.com.au","Restaurant","Haymarket e Chinatown","(02) 9288 7888","https://royscafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=roy-s-cafe&table=1","24"
"Royal Albert Hotel","info@royalalberthotel.com.au","Pub","Surry Hills e Darlinghurst","(02) 9281 2522","http://www.royalalberthotel.com.au","https://gustobolsa-chat.pages.dev/?restaurant=royal-albert-hotel&table=1","25"
"Royal Oak Hotel","bookings@royaloakdoublebay.com.au","","Double Bay e Darling Point","+61 2 9363 3935","https://www.royaloakdoublebay.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=royal-oak-hotel&table=1","33"
"Ruma","bookings@rumadining.com.au","","Double Bay e Darling Point","","https://rumadining.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=ruma&table=1","25"
"Rutland Street Sandwiches","info@rutlandstsandwiches.com","Sandwich Spot","Surry Hills e Darlinghurst","(02) 8394 9234","http://www.rutlandstsandwiches.com","https://gustobolsa-chat.pages.dev/?restaurant=rutland-street-sandwiches&table=1","36"
"Ryan's Bar","bookings@ryansbar.com.au","","Centro citta' (CBD)","","https://www.ryansbar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=ryan-s-bar&table=1","24"
"S’wich","hello@eatswich.com.au","Sandwich Spot","Bondi Beach","","https://eatswich.com.au","https://gustobolsa-chat.pages.dev/?restaurant=s-wich&table=1","28"
"Sal’s Pizza","getintouch@salspizza.com.au","Pizzeria","Surry Hills e Darlinghurst","","https://www.salspizza.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sal-s-pizza&table=1","20"
"Salty’s","info@saltysbondi.com.au","Cocktail Bar","Bondi Beach","(02) 9288 7889","https://saltysbondi.com.au","https://gustobolsa-chat.pages.dev/?restaurant=salty-s&table=1","58"
"Sana Mediterranean","info@sanamediterranean.com.au","Mediterranean Restaurant","Centro citta' (CBD)","","https://sanamediterranean.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sana-mediterranean&table=1","20"
"SÁNG by MABASA","sangbymabasa@gmail.com","Korean Restaurant","Surry Hills e Darlinghurst","(02) 9331 5175","https://www.sangbymabasa.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sang-by-mabasa&table=1","17"
"Santa Catarina","info@santacatarina.com.au","Mexican Restaurant","Centro citta' (CBD)","(02) 8319 3042","https://santacatarina.com.au","https://gustobolsa-chat.pages.dev/?restaurant=santa-catarina&table=1","84"
"Sax","management@sax.sydney","","Centro citta' (CBD)","+61 410 855 364","https://sax.sydney/","https://gustobolsa-chat.pages.dev/?restaurant=sax&table=1","13"
"Scramble & Bean","scrambleandbean@gmail.com","breakfast, coffee_shop","Potts Point e Kings Cross","+61 402 711 693","https://scrambleandbean.com","https://gustobolsa-chat.pages.dev/?restaurant=scramble-bean&table=1","31"
"Sean's Panaroma","service@seansbondi.com","Australian Restaurant","Bondi Beach","(02) 9365 4924","https://seansbondi.com","https://gustobolsa-chat.pages.dev/?restaurant=sean-s-panaroma&table=1","93"
"Searock Grill","info@searock.com.au","steak_house, seafood","Circular Quay e The Rocks","","https://searock.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=searock-grill&table=1","24"
"Seaside Thai Gourmet","seasidethaigourmet@gmail.com","Thai Restaurant","Manly","(02) 8056 7903","http://seasidethaigourmet.com.au","https://gustobolsa-chat.pages.dev/?restaurant=seaside-thai-gourmet&table=1","39"
"Sefa","dine@sefakitchen.com.au","Middle Eastern Restaurant","Bondi Beach","(02) 8068 6461","http://www.sefakitchen.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sefa&table=1","23"
"Sette Posta Espresso Eatery Bar","catering@setteposta.com.au","Café","Surry Hills e Darlinghurst","0410 686 886","http://www.setteposta.com.au","https://gustobolsa-chat.pages.dev/?restaurant=sette-posta-espresso-eatery-bar&table=1","8"
"Shaffa","bookings@shaffa.com.au","Middle Eastern Restaurant","Surry Hills e Darlinghurst","0451 810 480","http://www.shaffa.com.au","https://gustobolsa-chat.pages.dev/?restaurant=shaffa&table=1","16"
"Shalom Indonesian Restaurant","admin@shalomrestaurant.com.au","Indonesian Restaurant","Centro citta' (CBD)","(02) 9264 1144","http://www.shalomrestaurant.com.au","https://gustobolsa-chat.pages.dev/?restaurant=shalom-indonesian-restaurant&table=1","15"
"Shift Eatery","info@shifteatery.com.au","","Surry Hills e Darlinghurst","","https://www.shifteatery.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=shift-eatery&table=1","16"
"ShishaEspresso","info@tasteofturkey.com.au","Cafe, Coffee, and Tea House","Newtown","(02) 9565 5000","http://www.shishaespresso.com.au","https://gustobolsa-chat.pages.dev/?restaurant=shishaespresso&table=1","32"
"Shore Beach Club","trent@shorebeachclub.com.au","Beach Bar","Manly","0416 474 494","https://shorebeachhouse.com.au/shore-beach-club","https://gustobolsa-chat.pages.dev/?restaurant=shore-beach-club&table=1","16"
"Shuk","events@shuk.com.au","arab, breakfast, mediterranean","Potts Point e Kings Cross","+61 413 236 712","https://www.shuk.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=shuk&table=1","48"
"Shuk Cafe","events@shuk.com.au","mediterranean","Bondi Beach","+61 423 199 859","https://www.shukbondi.com","https://gustobolsa-chat.pages.dev/?restaurant=shuk-cafe&table=1","48"
"Sidebar","hello@sidebarsydney.com.au","","Haymarket e Chinatown","+61 2 9288 7888","https://sidebarsydney.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=sidebar&table=1","12"
"Sienna Marina","info@siennamarina.com.au","italian","Potts Point e Kings Cross","+61 2 9358 6299","https://siennamarina.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=sienna-marina&table=1","99"
"Silvester's","bookings@silvesters.com.au","Australian Restaurant","Circular Quay e The Rocks","(02) 9259 7330","http://www.silvesters.com.au","https://gustobolsa-chat.pages.dev/?restaurant=silvester-s&table=1","26"
"Since I Left You","info@sinceileftyou.com.au","","Centro citta' (CBD)","+61 2 9262 4986","https://www.sinceileftyou.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=since-i-left-you&table=1","60"
"Sketch Manly","hello@sketchmanly.com","Indian Restaurant","Manly","0455 025 670","http://sketchmanly.com","https://gustobolsa-chat.pages.dev/?restaurant=sketch-manly&table=1","59"
"SkyFeast","reservations@skyfeastsydneytower.com.au","","Centro citta' (CBD)","","https://skyfeastsydneytower.com.au/","https://gustobolsa-chat.pages.dev/?restaurant=skyfeast&table=1","25"
"Society Pizza Bar","info@societypizzeria.com.au","Pizzeria","Bondi Beach","(02) 9130 7359","https://www.societypizzeria.com.au","https://gustobolsa-chat.pages.dev/?restaurant=society-pizza-bar&table=1","50"
"Solander Dining and Bar","westhotelsales@hilton.com","international","Centro citta' (CBD)","+61 2 8297 6016","https://www.solanderdiningandbar.com.au","https://gustobolsa-chat.pages.dev/?restaurant=solander-dining-and-bar&table=1","10"
"Solrise café","hi@solrisecafe.com.au","Café","Pyrmont","","http://solrisecafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=solrise-cafe&table=1","66"
"Soul Brew","info@soulbrewcafe.com.au","Café","Newtown","0434 284 263","https://www.soulbrewcafe.com.au","https://gustobolsa-chat.pages.dev/?restaurant=soul-brew&table=1","64"
